id,category,shape,shape_type,triples,lexicalization,prefix
2380,Airport,(X (X) (X) (X)),sibling,"[<S> Alderney Airport <P> runwayLength <O> 497.0, <S> Alderney Airport <P> 1stRunwaySurfaceType <O> Asphalt, <S> Alderney Airport <P> cityServed <O> Alderney]","""Il-Belt ta' Olderni huwa sservi mill-Ajruport ta' Olderni. Dan l-Ajruport għandu linja ta' titjira u tgħaqqad ta' 497.0 metru twila, u l-ewwel linja ta' titjira u tgħaqqad tiegħu għandha superfiċje tal-asfaltu.",Maltese
8880,Astronaut,(X (X) (X) (X) (X)),sibling,"[<S> Buzz Aldrin <P> alternativeName <O> ""Edwin E. Aldrin, Jr."", <S> Buzz Aldrin <P> awards <O> 20, <S> Buzz Aldrin <P> almaMater <O> ""Massachusetts Institute of Technology, Sc.D. 1963"", <S> Buzz Aldrin <P> birthDate <O> ""1930-01-20""]","""Buzz Aldrin twieled Edwin E. Aldrin, Jr fl-1930-01-20. Attendu l-Istitut tat-Teknoloġija ta' Massachusetts li kiseb il-ScD. fl-1963. Irbaħ 20 premju.",Maltese
3713,Building,(X (X) (X) (X) (X)),sibling,"[<S> Adare Manor <P> location <O> Adare, <S> Adare Manor <P> architect <O> Philip Charles Hardwick, <S> Adare Manor <P> completionDate <O> 1862, <S> Adare Manor <P> location <O> County Limerick]","""Ader Manor, mibni fl-1862 mill-arkitett Philip Charles Hardwick, jinsab f'Ader, fil-grafja ta' Limerick."", ""Mibni fl-Ader fil-grafja ta' Limerick, Adder Manor, kien mibni fl-1862 u ppjanat mill-arkitett Philip Charles Hardwick."", ""Ader Manor, ppjanata minn Philip Charles Hardwick, kienet mibnija fl-1862 u tinsab fl-1862",Maltese
3151,WrittenWork,(X (X)),,[<S> Grantville Gazette II <P> precededBy <O> The Grantville Gazette],"""Grantville Gazette II hija preċeduta mill-Grantville Gazette. "" ""Grantville Gazette qabel il-Grantville Gazette II. """,Maltese
4501,Airport,(X (X) (X) (X) (X) (X)),sibling,"[<S> Afonso Pena International Airport <P> runwayLength <O> 2215.0, <S> Afonso Pena International Airport <P> location <O> São José dos Pinhais, <S> Afonso Pena International Airport <P> elevationAboveTheSeaLevel <O> 911.0, <S> Afonso Pena International Airport <P> icaoLocationIdentifier <O> ""SBCT"", <S> Afonso Pena International Airport <P> runwayName <O> ""15/33""]","""Aeroport Aфонсу Пена għandu linja ta 'titjiriet 15/33, li hija 2215,0 fil-tul. Huwa jinsab f'altitudni ta' 911 metru fuq il-livell tal-baħar f'San-Жозе-дус-Пиньяйсе u għandu l-identifikatur tal-post ta 'ICAO SBCT. """,Maltese
3342,Airport,(X (X) (X)),sibling,"[<S> Ardmore Airport (New Zealand) <P> 3rdRunwaySurfaceType <O> Poaceae, <S> Ardmore Airport (New Zealand) <P> runwayLength <O> 518.0]","""F'Aeroport ta' Ardmore, New Zealand, waħda mill-puntijiet hija 518.0 tul u t-tielet runway huwa magħmul minn Poaceae.",Maltese
2670,SportsTeam,(X (X)),,[<S> 1. FC Köln <P> season <O> 2014–15 Bundesliga],"""1. FC Köln kien fil-ġimgħa 201415 tal-Bundesliga."", ""FC Köln kellu l-ġimgħa 2014-15 fil-Bundesliga. """,Maltese
5197,SportsTeam,(X (X (X)) (X (X (X)))),mixed,"[<S> Akron Summit Assault <P> ground <O> St. Vincent–St. Mary High School, <S> Akron, Ohio <P> country <O> United States, <S> Akron Summit Assault <P> league <O> Premier Development League, <S> Premier Development League <P> champions <O> K-W United FC, <S> St. Vincent–St. Mary High School <P> city <O> Akron, Ohio]","""Is-Skola Saint Vincent  Saint-Mary fl-Akron, l-Istati Uniti, hija l-ispazju domestiku tal-klabb tal-futbol Akron (USA). Huma jilagħbu fil-Liga ta 'Iżvilupp, li l-kampijani tagħha saru ""KV United"".",Maltese
4242,Monument,(X (X) (X) (X (X))),mixed,"[<S> Azerbaijan <P> capital <O> Baku, <S> Baku Turkish Martyrs' Memorial <P> material <O> ""Red granite and white marble"", <S> Baku Turkish Martyrs' Memorial <P> dedicatedTo <O> ""Ottoman Army soldiers killed in the Battle of Baku"", <S> Baku Turkish Martyrs' Memorial <P> location <O> Azerbaijan]","""Memorial tal-memorja tal-martri Turki f'Baku, magħmul minn granit aħmar u marmara abjad, iddedikat għas-suldati tal-Armata Ottomana, mietu fil-battalja għal Baku.",Maltese
4649,Food,(X (X) (X)),sibling,"[<S> Bandeja paisa <P> ingredient <O> Ground meat, <S> Bandeja paisa <P> country <O> Colombian cuisine]","""Jien ċiguri u ċiguri, ma' parti minnkom ma' Kolumbja"".",Maltese
6957,ComicsCharacter,(X (X) (X) (X)),sibling,"[<S> Auron (comicsCharacter) <P> creator <O> Karl Kesel, <S> Auron (comicsCharacter) <P> creator <O> Walt Simonson, <S> Auron (comicsCharacter) <P> fullName <O> ""Lambien""]","""Il-karattru tal-ktieb tal-kumiks Auron, l-isem sħiħ Lambien ġie maħluq minn Karl Kesel u Walt Simonson. """", Karl Kesel u Walt Simonson ħolqu l-karattru tal-ktieb tal-kumiks ta' Auron li għandu l-isem sħiħ Lambien. "", ""Il-karattru tal-kumiks Auron, l-isem sħiħ Lambien, ġie maħluq minn Karl Kesel u Walt Simonson. """,Maltese
10912,WrittenWork,(X (X (X) (X (X)))),mixed,"[<S> English language <P> spokenIn <O> Great Britain, <S> United States <P> language <O> English language, <S> United States <P> capital <O> Washington, D.C., <S> A Severed Wasp <P> country <O> United States]","""A Severed Wasp hija mill-Istati Uniti li l-kapitali tagħha hija Washington D.C. Il-lingwa tal-Istati Uniti, kif ukoll tal-Gran Brittanja, hija l-Ingliż. """", ""Il-lingwa Ingliża hija mitkellma kemm fil-Gran Brittanja kif ukoll fl-Istati Uniti. Fl-Istati Uniti, il-kapitali hija Washington DC u hu fejn ġiet miktuba A Severed Wasp. """", ""A Severed Wasp joriġina mill-Istati Uniti li għandha l-kapitali ta 'Washington DC",Maltese
473,Building,(X (X)),,"[<S> Buffalo, New York <P> isPartOf <O> New York]","""Buffalo - parti ta 'New York"".",Maltese
8838,Artist,(X (X) (X) (X (X))),mixed,"[<S> Trance music <P> stylisticOrigin <O> House music, <S> Andrew Rayel <P> associatedBand/associatedMusicalArtist <O> Bobina, <S> Andrew Rayel <P> associatedBand/associatedMusicalArtist <O> Christian Burns, <S> Andrew Rayel <P> genre <O> Trance music]","""Il-mużikan ta' trance Andrew Rayel huwa assoċjat mal-artisti Christian Burns u Bobina. Trance joriġina mill-mużika tal-House. """,Maltese
2373,Airport,(X (X (X) (X))),mixed,"[<S> Alcobendas <P> isPartOf <O> Community of Madrid, <S> Adolfo Suárez Madrid–Barajas Airport <P> location <O> Alcobendas, <S> Alcobendas <P> country <O> Spain]","""Aeroport ta' Madrid ""Barahas"" jinsab f'Aлькоbendace, li jinsab fi ħdan il-komunità ta' Madrid fl-Ispanya. """",Barahas jinsab f'Aлькоbendace, li huwa parti minn Madrid u jinsab fl-Ispanya. """",Barahas jinsab fil-belt ta' Alkobendace, fil-komunità ta' Madrid fl-Ispanya. """,Maltese
12153,Food,(X (X (X)) (X (X) (X))),mixed,"[<S> Bakewell pudding <P> region <O> Derbyshire Dales, <S> Derbyshire Dales <P> leader <O> Patrick McLoughlin, <S> Bakewell pudding <P> dishVariation <O> Bakewell tart, <S> Derbyshire Dales <P> isPartOf <O> Derbyshire, <S> Bakewell tart <P> ingredient <O> Shortcrust pastry]","""Patrick McLoughlin huwa l-mexxej tal-komunità tal-Kontà ta' Derbyshire Dales. Din il-komunità hija magħrufa għall-pudding Bakewell. Varjazzjoni waħda, it-tart Bakewell, hija magħmula b'pasturi bil-qtugħ qasir. """,Maltese
408,Artist,(X (X)),,[<S> Aleksandra Kovač <P> genre <O> Funk],"""Aleksandra Kovač twettaq mużika funk. """",Aleksandra Kovac hija esponent ta'Funk. """",Aleksandra Kovač ġeneru tal-mużika huwa Funk. """,Maltese
2819,ComicsCharacter,(X (X) (X (X))),mixed,"[<S> Aurakles <P> creator <O> Dick Dillin, <S> Dick Dillin <P> nationality <O> United States, <S> Aurakles <P> alternativeName <O> ""Aurakles""]","""Dik Dillín mill-Istati Uniti ħolqot il-karattru tal-kummissarji, magħruf bħala Aurakles (b'mod alternattiv - Aurakles)."", ""Personaj kommissarji Aurakles (diġree nom  Aurakles) kien maħluq minn Dick Dillín mill-Istati Uniti tal-Amerika. """,Maltese
5326,SportsTeam,(X (X) (X)),sibling,"[<S> A.F.C. Fylde <P> ground <O> ""Warton, Fylde, Lancashire"", <S> A.F.C. Fylde <P> numberOfMembers <O> 3180]","""A.F.C. Fylde hija bbażata f'Warton, Fylde, Lancashire u l-klabb għandu 3180 membru. """",A.F.C. Fylde għandha 3180 membru u huma bbażati f'Warton, Fylde, Lancashire. """",A.F.C. Fylde huma bbażati f'Warton, Fylde, Lancashire u għandhom 3180 membru. """,Maltese
1300,CelestialBody,(X (X)),,[<S> 10 Hygiea <P> rotationPeriod <O> 198803.0],"""Il-perjodu ta' rotazzjoni ta' 10 Hygiea huwa 198803.0.""",Maltese
9009,Athlete,(X (X) (X) (X) (X)),sibling,"[<S> Aleksander Barkov, Jr. <P> height <O> 1.905, <S> Aleksander Barkov, Jr. <P> club <O> Florida Panthers, <S> Aleksander Barkov, Jr. <P> birthDate <O> 1995-09-02, <S> Aleksander Barkov, Jr. <P> birthPlace <O> ""Tampere, Finland""]","""Aleksander Barkov Jr. huwa għoli 1.905 metru u kellu l-Panthers tal-Florida. Huwa twieled f'Tampere, il-Finlandja, fit-1995-09-02."", ""Aleksander Barkov Jr. twieled f'Tampere, il-Finlandja fit-2 ta' Settembru 1995. Huwa għoli 1.905 u kellu l-Panthers tal-Florida."", ""Aleksander Barkov Jr. twieled f'Tampere, il-Finlandja, fit-2 ta' Settembru 1995.",Maltese
359,Artist,(X (X)),,"[<S> Ahmet Ertegun <P> alternativeName <O> ""A. Nugetre""]","""L-isem alternattiv ta' Ahmet Ertegun huwa A. Nugetre. """", Ahmet Ertegun għandu l-isem alternattiv A. Nugetre. """", Ahmet Ertegun tmur bl-isem alternattiv A. Nugetre. """,Maltese
3793,Building,(X (X (X) (X (X)))),mixed,"[<S> Asser Levy Public Baths <P> location <O> New York City, <S> Manhattan <P> leader <O> Gale Brewer, <S> New York City <P> isPartOf <O> Manhattan, <S> New York City <P> isPartOf <O> Brooklyn]","""Il-banji pubbliċi ta' Asher Levy jinsabu f'New York, parti minnu - Brooklyn u Manhattan (fejn Gail Brewer hija l-mexxej)."", ""Il-banji pubbliċi ta' Asher Levy jinsabu f'New York, li fiha hemm distretti ta' Manhattan (bi l-mexxej Gail Brewer) u Brooklyn"".",Maltese
1830,ComicsCharacter,(X (X) (X)),sibling,"[<S> Ben Urich <P> creator <O> Roger McKenzie (comic book writer), <S> Ben Urich <P> creator <O> Gene Colan]","""Il-Ħerju tal-Kumiks Ben Urich kien maħluq minn Roger Mackenzie u Jin Kolan. """,Maltese
1788,ComicsCharacter,(X (X) (X)),sibling,"[<S> Arion (comicsCharacter) <P> creator <O> Jan Duursema, <S> Arion (comicsCharacter) <P> alternativeName <O> ""Ahri'ahn""]","""Personaż komiksov Arion, ukoll magħruf bħala Ari'an, ġie maħluq minn Jan Dursemoj.",Maltese
723,Athlete,(X (X)),,"[<S> Akeem Ayers <P> draftPick <O> ""39""]","""Akeem Ayers kien in-numru 39 fil-pika tad-draft. """,Maltese
4607,Food,(X (X) (X)),sibling,"[<S> Bacon sandwich <P> dishVariation <O> BLT, <S> Bacon sandwich <P> ingredient <O> Brown sauce]","""Saxx Brown huwa ingredjent f'sandwich tal- bacon li għandu varjazzjoni magħrufa bħala l- BLT"".",Maltese
4357,ComicsCharacter,(X (X) (X)),sibling,"[<S> Balder (comicsCharacter) <P> creator <O> Jack Kirby, <S> Balder (comicsCharacter) <P> creator <O> Stan Lee]","""Jack Kirby u Stan Lee huma l-kreaturi tal-karattru tal-kumiks Balder"", ""Il-karattru Balder maħluq minn Jack Kirby u Stan Lee"", ""Jack Kirby u Stan Lee, ħolqu l-karattru tal-kumiks Balder"".",Maltese
6353,Athlete,(X (X) (X (X))),mixed,"[<S> FC Spartak Moscow <P> ground <O> Otkrytiye Arena, <S> Aleksandr Prudnikov <P> youthclub <O> FC Spartak Moscow, <S> Aleksandr Prudnikov <P> club <O> FC Dynamo Moscow]","""Aleksandr Prudnikov kellu l-futbol taż-żgħażagħ għall-FC Spartak Moska, li huma bbażati fl-Otkrytiye Arena.",Maltese
6504,Building,(X (X) (X) (X)),sibling,"[<S> Alan B. Miller Hall <P> location <O> Virginia, <S> Alan B. Miller Hall <P> owner <O> College of William & Mary, <S> Alan B. Miller Hall <P> architecturalStyle <O> Georgian architecture]","""Mae Allan B Miller Hall hija l-arċivilliad tal-Ġeorġja u l-għassa tal-Kulleġġ ta 'William a Mary u ma' l-post fil-Virginja. """,Maltese
570,CelestialBody,(X (X)),,[<S> (66063) 1998 RO1 <P> orbitalPeriod <O> 360.29 (days)],"""66063 1998 RO1 għandu perjodu orbital ta' 360,29 jum. """,Maltese
5149,Politician,(X (X) (X)),sibling,"[<S> Albert B. White <P> birthDate <O> 1856-09-22, <S> Albert B. White <P> deathPlace <O> Parkersburg, West Virginia]","""Albert B. White twieled fit-22 ta' Settembru 1856 u miet f'Parkersburg, West Virginia. "" ""Albert B. White twieled fit-22 ta' Settembru 1856 u miet f'Parkersburg, West Virginia. """,Maltese
4019,Food,(X (X) (X) (X (X))),mixed,"[<S> BLT <P> dishVariation <O> Club sandwich, <S> Bacon sandwich <P> dishVariation <O> BLT, <S> Bacon sandwich <P> ingredient <O> Brown sauce, <S> Bacon sandwich <P> country <O> United Kingdom]","""Il-Brittanija - pajjiż tal-oriġini tas-sandwich b'baconom, hemm huwa spiss mogħti b'sandwich marrun. Fost il-varjetajiet tiegħu - sandwich BielTix u sandwich klub. """,Maltese
7515,MeanOfTransportation,(X (X) (X (X))),mixed,"[<S> Alfa Romeo 164 <P> assembly <O> Milan, <S> Milan <P> saint <O> Ambrose, <S> Alfa Romeo 164 <P> relatedMeanOfTransportation <O> Lancia Thema]","""Il-qaddis ta' Milanu huwa Ambrose u l-belt hija l-punt ta' assemblaġġ għall-Alfa Romeo 164 - tip ta' trasport relatat mal-Lancia Thema. """,Maltese
11199,Artist,(X (X) (X) (X (X) (X))),mixed,"[<S> Ahmet Ertegun <P> genre <O> Rhythm and blues, <S> Ahmet Ertegun <P> origin <O> Washington, D.C., <S> Rhythm and blues <P> stylisticOrigin <O> Blues, <S> Ahmet Ertegun <P> background <O> ""non performing personnel"", <S> Rhythm and blues <P> derivative <O> Disco]","""Ahmet Ertegun ta 'l-isfond huwa persunali mhux performing. Washington D.C. huwa l-oriġini ta' Ahmet Ertegun li l-ġeneru tiegħu huwa rhythm and blues. Disco ġej minn rhythm and blues li oriġinat mill-blues. """", ""Ahmet Ertegun minn Washington D.C. Jgħin rhythm and blues u l-isfond tiegħu huwa bħala persunali mhux performing. Rhythm and blues u Disco oriġinaw mill-blues.",Maltese
5467,Astronaut,(X (X) (X) (X) (X) (X) (X) (X)),sibling,"[<S> Buzz Aldrin <P> birthPlace <O> Glen Ridge, New Jersey, <S> Buzz Aldrin <P> nationality <O> United States, <S> Buzz Aldrin <P> mission <O> Apollo 11, <S> Buzz Aldrin <P> occupation <O> Fighter pilot, <S> Buzz Aldrin <P> almaMater <O> ""Massachusetts Institute of Technology, Sc.D. 1963"", <S> Buzz Aldrin <P> birthDate <O> ""1930-01-20"", <S> Buzz Aldrin <P> status <O> ""Retired""]","""Amerikanz Bazz Oldrin, għal dan il-mument f'irtirar, kien pilota ta' fighter, kif ukoll membru tal-ekwipaġġ ta' Apollo 11.",Maltese
4830,MeanOfTransportation,(X (X) (X)),sibling,"[<S> AMC Matador <P> assembly <O> Port Melbourne, Victoria, <S> AMC Matador <P> modelYears <O> 1974]","""L-AMC Matador ġie prodott f'Port Melbourne, Victoria fl-1974."" ""L-AMC Matador, li jinkludi mudell tal-1974, ġie mibni f'Port Melbourne, l-Awstralja.",Maltese
4397,ComicsCharacter,(X (X (X))),chain,"[<S> Bolt (comicsCharacter) <P> creator <O> Ernie Colón, <S> Ernie Colón <P> nationality <O> Puerto Ricans]","""Ernie Colon, wieħed mill-kreaturi tal-karattru Bolt huwa ċittadin Portorikan. """,Maltese
6154,Astronaut,(X (X) (X) (X)),sibling,"[<S> William Anders <P> dateOfRetirement <O> ""1969-09-01"", <S> William Anders <P> birthDate <O> ""1933-10-17"", <S> William Anders <P> birthPlace <O> British Hong Kong]","""William Anders irtirat fl-1 ta' Settembru 1969, wara li twieled fis-17 ta' Ottubru 1933 f'Hong Kong Ingliż."", ""William Anders, li twieled f'Hong Kong Ingliż fis-17 ta' Ottubru, 1933 irtirat 1969-09-01."", ""William Anders, twieled f'Hong Kong Ingliż fis-17 ta' Ottubru, 1933, irtirat fl-1 ta' Settembru, 1969."", ""William Anders twieled fis-1933-10-17 f'Hong Kong Ingliż u irtirat fis",Maltese
12868,Astronaut,(X (X) (X) (X) (X) (X) (X)),sibling,"[<S> Buzz Aldrin <P> birthPlace <O> Glen Ridge, New Jersey, <S> Buzz Aldrin <P> nationality <O> United States, <S> Buzz Aldrin <P> timeInSpace <O> ""52.0""(minutes), <S> Buzz Aldrin <P> mission <O> Apollo 11, <S> Buzz Aldrin <P> occupation <O> Fighter pilot, <S> Buzz Aldrin <P> status <O> ""Retired""]","""Buzz Aldrin twieled f'Glen Ridge, New Jersey u huwa mill-Istati Uniti. Huwa kien pilota ta 'ġlied u membru ta' Apollo 11. Hu mar fl-ispazju għal 52 minuta. Issa huwa rtirat. ""Buzz Aldrin huwa ċittadin Amerikan li twieled f'Glen Ridge, New Jersey.",Maltese
3416,Airport,(X (X) (X) (X (X))),mixed,"[<S> Afonso Pena International Airport <P> cityServed <O> Curitiba, <S> São José dos Pinhais <P> isPartOf <O> Paraná (state), <S> Afonso Pena International Airport <P> operatingOrganisation <O> Infraero, <S> Afonso Pena International Airport <P> location <O> São José dos Pinhais]","""Aeroport Aфонсу Пена f'San-Жозе-дус-Пиньяс, parti mill-istat ta' Parana, jservi l-belt ta' Kuритиба u huwa mmaniġġjat mill-kumpanija ""Инфраеро""."", ""Aeroport Aфонсу Пена jinsab f'San-Жозе-дус-Пиньяс (parti mill-istat ta' Parana), jservi l-belt ta' Kuритиба u jinsab taħt il-ġestjoni tal-kumpanija Infraеро."", ""Aeroport",Maltese
1380,City,(X (X)),,"[<S> Albuquerque, New Mexico <P> populationDensity <O> 1142.3 (inhabitants per square kilometre)]","""Albuquerque, f'Messiku l-Ġdid, għandha densità ta' popolazzjoni ta' 1142,3 abitant kull kilometru kwadru. """", Hemm 1142,3 persuna kull kilometru kwadru f'Albuquerque, NM"", ""Il-densità ta' popolazzjoni ta' Albuquerque f'Messiku l-Ġdid hija 1142,3 abitant kull kilometru kwadru"".",Maltese
3345,Airport,(X (X) (X)),sibling,"[<S> Ardmore Airport (New Zealand) <P> 3rdRunwaySurfaceType <O> Poaceae, <S> Ardmore Airport (New Zealand) <P> runwayName <O> ""07/25""]","""L-Ajruport ta' Ardmore fin-New Zealand għandu runway imsejjaħ 07/25 u t-tielet runway tiegħu għandu wiċċ Poaceae"".",Maltese
5405,University,(X (X) (X) (X) (X) (X) (X)),sibling,"[<S> Acharya Institute of Technology <P> president <O> ""B.M. Reddy"", <S> Acharya Institute of Technology <P> city <O> Bangalore, <S> Acharya Institute of Technology <P> established <O> 2000, <S> Acharya Institute of Technology <P> country <O> ""India"", <S> Acharya Institute of Technology <P> numberOfPostgraduateStudents <O> 700, <S> Acharya Institute of Technology <P> campus <O> ""In Soldevanahalli, Acharya Dr. Sarvapalli Radhakrishnan Road, Hessarghatta Main Road, Bangalore – 560090.""]","""Il-kampus tal-Istitut Teknoloġiku ta' Ačarya jinsab f'Soldevanahalli, Ačarya dr. Sarvapalli Radhakarishnan Road, Hessarghatta Main Road, Bangalore - 560090, India.",Maltese
5346,SportsTeam,(X (X (X))),chain,"[<S> A.S. Livorno Calcio <P> manager <O> Christian Panucci, <S> Christian Panucci <P> club <O> Genoa C.F.C.]","""A.S. Livorno Calcio huwa mmexxi minn Christian Panucci li kellu l-futbol għal Genoa C.F.C""., ""A.S. Livorno Calcio huma mmexxi minn Christian Panucci li huwa marbut mal-klabb Genoa CFC"".",Maltese
116,Airport,(X (X)),,[<S> Amsterdam Airport Schiphol <P> runwayLength <O> 3500.0],"""L-Ajruport ta' Amsterdam Schiphol għandu tul ta' runway ta' 3,500."", ""Il-tul ta' runway tal-Ajruport ta' Amsterdam Schiphol huwa 3500.0.""",Maltese
3224,SportsTeam,(X (X) (X) (X)),sibling,"[<S> A.D. Isidro Metapán <P> fullName <O> ""Isidro Metapán"", <S> A.D. Isidro Metapán <P> ground <O> Metapán, <S> A.D. Isidro Metapán <P> numberOfMembers <O> 10000]","""Is-surnom sħiħ ta' Isidro Metapán - Isidro Metapán, l-istatdjon tagħhom jinsab f'Metapane, u għandhom 10000 membru. """,Maltese
2000,Food,(X (X)),,[<S> Singapore <P> currency <O> Singapore dollar],"""Il-munita ta' Singapore hija d-dollari ta' Singapore"". ""Dollar ta' Singapore huwa l-munita ta' Singapore"".",Maltese
1165,SportsTeam,(X (X)),,"[<S> Akron Summit Assault <P> ground <O> Akron, Ohio]","""Il-Futbol Club Akron (Istati Uniti) huwa bbażat f'Akron. """,Maltese
7236,Food,(X (X) (X (X))),mixed,"[<S> Bakewell pudding <P> region <O> Derbyshire Dales, <S> Bakewell pudding <P> dishVariation <O> Bakewell tart, <S> Bakewell tart <P> ingredient <O> Shortcrust pastry]","""Pudding Bakewell (varjazzjoni tiegħu huwa Bakewell tart li juża pasturi tal-qtugħ qasir) huwa mir-reġjun Derbyshire Dales."", ""Pudding Bakewell huwa mir-reġjun Derbyshire Dales.",Maltese
1739,CelestialBody,(X (X) (X)),sibling,"[<S> 107 Camilla <P> discoverer <O> B. Zellner, <S> 107 Camilla <P> epoch <O> 2006-12-31]","""B.Zellner sab (107) Kamillu, l-epoka li fiha l-31 ta' Diċembru 2006""."", ""B.Zellner kien l-ewwel avukatur (107) Kamillu, li għandha l-epoka li fiha l-31 ta' Diċembru 2006""."", ""Epoxa (107) Kamillu, avvuqata minn B.Zellnenr, il-31 ta' Diċembru 2006"".",Maltese
1832,Food,(X (X)),,[<S> Bacon sandwich <P> dishVariation <O> BLT],"""Varitazzjoni ta' sandwich tal-bacon hija l-BLT"", ""Varitazzjoni oħra għal sandwich tal-bacon hija BLT"", ""Sandwich tal-bacon hija varjazzjoni ta' BLT"".",Maltese
4240,City,(X (X) (X)),sibling,"[<S> Atlanta <P> country <O> United States, <S> Atlanta <P> isPartOf <O> Georgia (U.S. state)]","""Atlanta tinsab fi ħdan l-istat taʼ Georgia, fl-Istati Uniti. """", Atlanta hija parti mill- Georgia, fl-Istati Uniti. """", Atlanta, hija parti mill- Stati Uniti fl-istat taʼ Georgia"".",Maltese
3417,Artist,(X (X) (X)),sibling,"[<S> Aaron Turner <P> associatedBand/associatedMusicalArtist <O> Twilight (band), <S> Aaron Turner <P> associatedBand/associatedMusicalArtist <O> Old Man Gloom]","""Aaron Turner kellu ma' l-gruppi Twilight u Old Man Gloom"", ""Aaron Turner kellu ma' l-gruppi Twilight u Old Man Gloom"".",Maltese
2071,MeanOfTransportation,(X (X)),,[<S> AIDAluna <P> topSpeed <O> 40.744],"""L-AIDAluna għandha veloċità massima ta' 40.744."", ""L-AIDAluna għandha veloċità massima ta' 40.744."", ""L-AIDAluna għandha veloċità massima ta' 40.744.""",Maltese
1026,Building,(X (X)),,[<S> Akita Museum of Art <P> floorArea <O> 3746.66 (square metres)],"""Il-Museum ta' l-Art ta' Akita għandu żona tal-art ta' 3746.66 (metri kwadri)."", ""Il-qasam tal-art tal-Museum ta' l-Art ta' Akita huwa ta' 3746.66 metru kwadru."", ""Il-Museum ta' l-Art ta' Akita għandu żona tal-art ta' 3746.66 metru kwadru"".",Maltese
4332,City,(X (X (X))),chain,"[<S> United States <P> leader <O> Barack Obama, <S> Auburn, Alabama <P> country <O> United States]","""Auburn, Alabama tinsab fl-Istati Uniti, fejn il-mexxej huwa Barack Obama. "" ""Auburn, Alabama tinsab fl-Istati Uniti fejn Barack Obama huwa mexxej"".",Maltese
8702,Artist,(X (X) (X) (X) (X)),sibling,"[<S> Albennie Jones <P> genre <O> Rhythm and blues, <S> Albennie Jones <P> birthYear <O> 1914, <S> Albennie Jones <P> birthPlace <O> Errata, Mississippi, <S> Albennie Jones <P> background <O> ""solo singer""]","""Iċ-ċangers tal-ritmu u l-blues Albennie Jones twieled fl-1914, f'Errata, Mississippi. """,Maltese
1607,Building,(X (X) (X)),sibling,"[<S> Addis Ababa City Hall <P> currentTenants <O> ""Government of Addis Ababa"", <S> Addis Ababa City Hall <P> floorArea <O> 140000.0 (square metres)]","""Il-Gvern ta' Addis Abeba jinsab fil-Ratuše Addis-Abeby, li l-erja tagħha hija 140000.0 m2"", ""Il-Ratuša Addis-Abeby għandha żona ta' 140000.0 m2 u l-irrentaturi attwali tagħha huma l-Gvern ta' Addis Abeba"", ""Il-Gvern ta' Addis Abeba - irrentaturi attwali ta' Ratuši Addis-Abeby, li l-erja tagħha hija 140000.0 m2"".",Maltese
4811,Building,(X (X (X) (X) (X) (X))),mixed,"[<S> Asilomar Conference Grounds <P> architect <O> Julia Morgan, <S> Julia Morgan <P> significantBuilding <O> Los Angeles Herald-Examiner, <S> Julia Morgan <P> significantProject <O> Hearst Castle, <S> Julia Morgan <P> birthPlace <O> California, <S> Julia Morgan <P> significantBuilding <O> Asilomar State Beach]","""L-arkitettura Julia Morgan twieled fil-Kalifornja. Hi ppjanat ħafna bini sinifikanti, inkluż Los Angeles Herald Examiner, Konferenz-Plazza Asilomar u l-istat Park-Plaż Asilomar.",Maltese
6830,City,(X (X) (X (X))),mixed,"[<S> Atlanta <P> country <O> United States, <S> United States <P> ethnicGroup <O> Native Americans in the United States, <S> Atlanta <P> isPartOf <O> Fulton County, Georgia]","""Atlanta hija parti mill- Kawnti taʼ Fulton fil-Ġeorġja fl-Istati Uniti Grupp etniku wieħed fl-Istati Uniti huma l-Amerikani Indiani. """", ""Atlanta hija parti mill- Kawnti taʼ Fulton fil-Ġeorġja fl-Istati Uniti Grupp etniku fl-Istati Uniti huma l-Amerikani Indiani. """", ""Atlanta tinsab fil- Kawnti taʼ Fulton fil-Ġeorġja.",Maltese
303,Astronaut,(X (X)),,"[<S> Buzz Aldrin <P> timeInSpace <O> ""52.0""(minutes)]","""Bazz Oldrin kien fl-ispazju 52 minuta."", ""Bazz Oldrin kien fl-ispazju f'kollox 52,0 minuta."", ""Bazz Oldrin kien fl-ispazju 52,0 minuta"".",Maltese
4841,Building,(X (X) (X (X) (X) (X))),mixed,"[<S> Ethiopia <P> leader <O> Mulatu Teshome, <S> Ethiopia <P> leader <O> Hailemariam Desalegn, <S> Addis Ababa City Hall <P> country <O> Ethiopia, <S> Addis Ababa City Hall <P> location <O> Addis Ababa, <S> Ethiopia <P> language <O> Amharic]","""Meh Ratuša Addis-Abebeba fl-Addis-Abebeba, l-Etiopia, il-poplu ta' l-Ammara.",Maltese
5936,Artist,(X (X) (X) (X)),sibling,"[<S> Al Anderson (NRBQ band) <P> associatedBand/associatedMusicalArtist <O> NRBQ, <S> Al Anderson (NRBQ band) <P> associatedBand/associatedMusicalArtist <O> The Wildweeds, <S> Al Anderson (NRBQ band) <P> genre <O> Country music]","""B'hekk, Al Anderson, li qabel kellu l-grupp The Wildweeds, imbagħad kellu l-grupp NRBQ. """,Maltese
