id,category,shape,shape_type,triples,lexicalization,prefix
11080,Airport,(X (X) (X) (X) (X) (X)),sibling,"[<S> Appleton International Airport <P> location <O> Greenville, Wisconsin, <S> Appleton International Airport <P> runwayLength <O> 1982.0, <S> Appleton International Airport <P> cityServed <O> Appleton, Wisconsin, <S> Appleton International Airport <P> elevationAboveTheSeaLevel <O> 280, <S> Appleton International Airport <P> runwayName <O> ""3/21""]","""Airport Idirnáisiúnta Appleton; tá airde 280 méadar os cionn leibhéal na farraige, tá fad an réimlíne de 1982.0, agus 3/21 is ainm an réimlíne. Tá sé suite i Greenville, Wisconsin agus freastal ar chathair Appleton (Wisconsin)."", ""Airport Idirnáisiúnta Appleton atá suite i Greenville, Wisconsin agus freastal ar Appleton, Wisconsin. Tá sé 280 méadar os cionn réimlíne na farraige agus a réimlíne is 1982 méadar. Is é an réimlíne ainm 3/21."", ""Tá an",Irish
3817,CelestialBody,(X (X) (X) (X) (X)),sibling,"[<S> (15788) 1993 SB <P> orbitalPeriod <O> 7729430000.0, <S> (15788) 1993 SB <P> periapsis <O> 3997100000000.0, <S> (15788) 1993 SB <P> epoch <O> 2006-03-06, <S> (15788) 1993 SB <P> discoverer <O> Alan Fitzsimmons]","""15788 1993 SB, a fuarthas ag Alan Fitzsimmons, tá aois 6 Márta 2006. Tá tréimhse orbital aige 7729430000 agus pericenter 3997100000000."", ""(15788) 1993 SB a fuarthas ag Alan Fitzsimmons agus tá aois 6 Márta 2006.",Irish
11285,Artist,(X (X) (X) (X) (X) (X)),sibling,"[<S> Allen Forrest <P> birthYear <O> 1981, <S> Allen Forrest <P> birthPlace <O> ""Fort Campbell, KY, raised in Dothan, AL"", <S> Allen Forrest <P> background <O> ""solo singer"", <S> Allen Forrest <P> genre <O> Pop music, <S> Allen Forrest <P> birthPlace <O> Fort Campbell]","""Is amhránaí ceoil pop solo é Allen Forrest a rugadh i 1981 i Fort Campbell, Kentucky ach d'fhás sé i Dothan, Alabama. "" """,Irish
904,Athlete,(X (X)),,"[<S> Regina, Saskatchewan <P> leaderTitle <O> Legislative Assembly of Saskatchewan]","""Tá an Tionól Leasaíochta Saskatchewan ag rialú Regina, Saskatchewan"".",Irish
2442,Airport,(X (X (X) (X))),mixed,"[<S> Ardmore Airport (New Zealand) <P> 3rdRunwaySurfaceType <O> Poaceae, <S> Poaceae <P> division <O> Flowering plant, <S> Poaceae <P> order <O> Commelinids]","""I Nua-Zéalandáin is é an 3ú leath-samhraidh aerfort Ardmore déanta as croí, plandaí, a bhaineann le roinn na plandaí flúirseacha agus atá mar chuid de ord ord ord comhleiliúna. """,Irish
9023,Athlete,(X (X (X)) (X (X))),mixed,"[<S> Aleksandre Guruli <P> club <O> Olympique Lyonnais, <S> Olympique Lyonnais <P> ground <O> Parc Olympique Lyonnais, <S> Aleksandre Guruli <P> club <O> FC Dinamo Batumi, <S> FC Dinamo Batumi <P> manager <O> Levan Khomeriki]","""Ós rud é go bhfuil sé ina ballraíocht i gclub na Lionstaine, a bhfuil a gcuid cluichí baile ag an gclub Olympique Lyonnais.",Irish
4776,MeanOfTransportation,(X (X (X))),chain,"[<S> 1955 Dodge <P> relatedMeanOfTransportation <O> DeSoto Custom, <S> DeSoto Custom <P> manufacturer <O> DeSoto (automobile)]","""Is móinfheithiclí iompair iad an 1955 Dodge agus an DeSoto Custom a mhonarú ag DeSoto. """", Is móinfheithiclí iompair iad an 1955 Dodge agus an DeSoto Custom, a mhonarú ag DeSoto. """", Is móinfheithiclí iompair iad an 1955 Dodge agus an DeSoto Custom, a mhonarú ag DeSoto. """,Irish
9550,City,(X (X) (X (X) (X))),mixed,"[<S> Indiana <P> capital <O> Indianapolis, <S> Anderson, Indiana <P> isPartOf <O> Indiana, <S> Indiana <P> country <O> United States, <S> Anderson, Indiana <P> isPartOf <O> Madison County, Indiana]","""Tá Anderson suite i gContae Madison, Indiana, laistigh de na Stáit Aontaithe. Tá Anderson mar chuid de Indiana, áit a bhfuil Indianapolis an príomhchathair. """,Irish
1479,City,(X (X)),,"[<S> Auburn, Alabama <P> areaTotal <O> 140.8 (square kilometres)]","""Tá limistéar iomlán an chathair Auburn, i Alabama, 140.8 ciliméadar cearnach"", ""Tá limistéar iomlán Auburn, Alabama 140.8 ciliméadar cearnach"", ""Tá limistéar iomlán Auburn, Alabama 140.8 ciliméadar cearnach"".",Irish
4706,Building,(X (X) (X) (X) (X (X))),mixed,"[<S> 103 Colmore Row <P> floorCount <O> 23, <S> 103 Colmore Row <P> location <O> Colmore Row, <S> 103 Colmore Row <P> completionDate <O> 1976, <S> 103 Colmore Row <P> architect <O> John Madin, <S> John Madin <P> birthPlace <O> Birmingham]","""Bhí John Madin an ailtire de dhúnam, atá suite ar 103. ar an ngréasán Colmor-Roe. Bhí an t-ailt críochnaithe i 1976."", ""Sprojected by born in Birmingham architect John Madin, Colmor-Roe 103 was completed in 1976.",Irish
7318,Food,(X (X) (X) (X)),sibling,"[<S> Binignit <P> ingredient <O> Sweet potato, <S> Binignit <P> mainIngredient <O> Coconut milk, <S> Binignit <P> country <O> Philippines]","""Is iad bainne coicis agus patataí milis príomhábhar an bhiainíit, a fhaightear sna hOileáin Fhilippíneacha."", ""Is iad bainne coicis agus bainne coicis príomhábhar sa bhiainíit a thagann ó na hOileáin Fhilippíneacha."", ""Tá bainne coicis sa bhiainíit chomh maith leis an príomhábhar bainne coicis"".",Irish
7875,Politician,(X (X) (X (X))),mixed,"[<S> Alvah Sabin <P> party <O> Whig Party (United States), <S> Alvah Sabin <P> activeYearsEndDate <O> 1857-03-03, <S> Whig Party (United States) <P> leader <O> Henry Clay]","""B'é Alvah Sabin, a d'éirigh as oifig ar an 3 Márta 1857, ball de Phréi Whig na Stát Aontaithe a raibh Henry Clay ina cheannaire. """,Irish
6665,CelestialBody,(X (X) (X) (X)),sibling,"[<S> 1089 Tama <P> epoch <O> 2005-11-26, <S> 1089 Tama <P> formerName <O> ""A894 VA; A904 VD;"", <S> 1089 Tama <P> periapsis <O> 288749000000.0]","""A dtugtar ""A894 VA; A904 VD"", 1089 Tama, tá periapsis de 288749000000.0, agus an epic de, 2005-11-26."", ""Tá periapsis de 1089 Tama (ar a dtugtar go foirmiúil mar A894 VA; A904 VD) 288749000000.0 agus dáta epic de 26 Samhain 2005."", ""1089 Tama tá an dáta epic de 26 Samhain 2005, periapsis de 288749000000.0 agus a bhí ar eolas mar A894 VA; A90",Irish
7283,Food,(X (X) (X) (X)),sibling,"[<S> Batchoy <P> country <O> Philippines, <S> Batchoy <P> mainIngredient <O> ""noodles, pork organs, vegetables, chicken, shrimp, beef"", <S> Batchoy <P> ingredient <O> Pork]","""Is iad na príomhábhar de Batchoy, a ithear sna hPhilippines, náí, feola porc, glasraí, cearc, creamp agus feola."", ""Is iad na príomhábhar de Batchoy, a ithear sna hPhilippines, náí, feola porc, glasraí, cearc, creamp, feola."", ""Is é na hPhilippines an tír a thagann Batchoy, is iad na príomhábhar atá ann náí, feola porc, glasraí, cearc, creamp, fe",Irish
172,Airport,(X (X)),,[<S> Ashgabat International Airport <P> 1stRunwayLengthFeet <O> 12467],"""Tá an t-údar de chéad leath-sléibhe in aerfort ar an ainm Saparmurat Turkmenbashi 12467 ft."", ""Tá an t-údar de chéad leath-sléibhe in aerfort ar an ainm Saparmurat Turkmenbashi 12467 ft. in fhad"", ""Tá an t-údar deireanach in aerfort ar an ainm Saparmurat Turkmenbashi 12467 ft. in fhad"".",Irish
5830,Airport,(X (X (X (X)))),chain,"[<S> Belgium <P> leader <O> Charles Michel, <S> Antwerp International Airport <P> cityServed <O> Antwerp, <S> Antwerp <P> country <O> Belgium]","""L-Airport Internacional d'Antwerpen jaqdi l-belt ta' Antwerp fil-Belġju d'où Charles Michel huwa mexxej. ""L-Airport Internacional d'Antwerp ta' Antwerp ta' antwerp ta' antwerp, il-Belġju, li l-mexxej é Charles Michel. """,Irish
7762,Politician,(X (X) (X) (X)),sibling,"[<S> Adam Holloway <P> party <O> Conservative Party (UK), <S> Adam Holloway <P> birthPlace <O> Faversham, <S> Adam Holloway <P> nationality <O> United Kingdom]","""Faversham, Ríocht Aontaithe rugadh Adam Holloway is comhalta de Pháirtí Coincheartach na RA. """", Adam Holloway, comhalta den Pháirtí Coincheartach, rugadh i Faversham, Ríocht Aontaithe. "", ""Adam Holloway, náisiúnach na RA, rugadh i Faversham, agus tá sé ina chomhalta de na Tories. """,Irish
8914,Astronaut,(X (X) (X) (X) (X)),sibling,"[<S> Elliot See <P> status <O> ""Deceased"", <S> Elliot See <P> deathPlace <O> St. Louis, <S> Elliot See <P> birthPlace <O> Dallas, <S> Elliot See <P> occupation <O> Test pilot]","""Bhríog an phiolóta tástála Elliot See a rugadh i Dallas, fuair bás i St. Louis. "" ""Bhríog an phiolóta tástála Elliot See i Dallas agus d'fhóin sé mar phiolóta tástála sula bhfuair sé bás i St. Louis"".",Irish
4714,Building,(X (X) (X (X) (X) (X))),mixed,"[<S> 200 Public Square <P> location <O> Cleveland, <S> 200 Public Square <P> architect <O> HOK (firm), <S> Cleveland <P> isPartOf <O> Cuyahoga County, Ohio, <S> Cleveland <P> isPartOf <O> Ohio, <S> Cleveland <P> country <O> United States]","""Tá an Phablik-Square 200 suite i Clivlend, Caiahóg, Ohio, Stáit Aontaithe Mheiriceá agus bhí sé deartha ag firma HOK. "", ""Béadh an Phablik-Square 200 i gCathair Clivland, Caiahóg, Ohio, Stáit Aontaithe Mheiriceá a bhí deartha ag firma architéireachta HOK. "", ""Béadh an Fhirma HOK mar ailtóir an Phablik-Square 200, atá suite i Clivlend, Contae Caiahóg, Ohio, Stáit Aontaithe Mheiriceá",Irish
5385,SportsTeam,(X (X) (X)),sibling,"[<S> AZAL PFK <P> season <O> 2014–15 Azerbaijan Premier League, <S> AZAL PFK <P> numberOfMembers <O> 3500]","""Tá an AZAL PFK Bakou, a bhfuil 3500 ball aige, ag imirt sa Azerbaijan Premier League, 201415."", ""AZAL PFK Bakou, a bhfuil an chathach 3500 ball aige, ag imirt sa Azerbaijan Premier League, 201415."", ""Bhí an AZAL PFK sa Azerbaijan Premier League i 2014-15 agus tá 3500 ball aige"".",Irish
1634,ComicsCharacter,(X (X)),,"[<S> Blockbuster (comicsCharacter) <P> alternativeName <O> ""Roland Desmond""]","""Tá an carachtar cómic Blockbuster ar a dtugtar Roland Desmond freisin. "", ""Is é an alter ego an carachtar cómic Blockbuster. "", ""Is é an carachtar cómic, ainm eile Blockbuster Roland Desmond. """,Irish
11770,CelestialBody,(X (X) (X) (X) (X) (X)),sibling,"[<S> 1101 Clematis <P> epoch <O> 2006-12-31, <S> 1101 Clematis <P> escapeVelocity <O> 0.02 (kilometrePerSeconds), <S> 1101 Clematis <P> mass <O> 5.7 (kilograms), <S> 1101 Clematis <P> orbitalPeriod <O> 183309000.0, <S> 1101 Clematis <P> periapsis <O> 445895000000.0]","""1101 Clematis tá measa de 5.7 kg, luas scaoilte de 0.02 k.p.s agus a dáta epoch a bhí ar an 31 Nollaig 2006. Tá tréimhse orbital de 183309000.0 aige agus tá a periapsis 445895000000.0."", ""1101 Clematis tá measa de 5.7 kg, luas scaoilte de 0.02 k.p.s agus a dáta epoch a bhí ar an 31 Nollaig 2006. Tá tréimhse orbital de 183309000.0 aige agus tá a periapsis 445895000000.0."", """,Irish
669,CelestialBody,(X (X)),,[<S> 1101 Clematis <P> escapeVelocity <O> 0.02 (kilometrePerSeconds)],"""Sceathra fuinneoise 1101 Klematis é 0.02 km/s"", ""1101 Klematis has a speed of escape 0.02 kilometers per second."", ""Neбесное тело, known as 1101 Klematis, has a speed of escape 0.02 km/s"".",Irish
9736,Food,(X (X) (X (X) (X))),mixed,"[<S> Arem-arem <P> country <O> Indonesia, <S> Indonesia <P> leader <O> Joko Widodo, <S> Indonesia <P> leader <O> Jusuf Kalla, <S> Arem-arem <P> region <O> Javanese cuisine]","""Is é arem-arem an cócaireacht Javanese a fhaightear san Indinéis, áit a bhfuil dhá cheann de na ceannairí ann Joko Widodo agus Jusuf Kalla."", ""Is é arem-arem an bia de chócaireacht Javanese a tháinig as an Indinéis, an tír ina bhfuil Joko Widodo agus Jusuf Kalla ina cheannairí."", ""Is é arem arem an bia Javanese agus déantar é a sheirbheáil go coitianta san Indinéis áit a bhfuil na ceannairí Jusuf Kalla agus Joko Widodo"".",Irish
10069,MeanOfTransportation,(X (X) (X) (X) (X)),sibling,"[<S> ALCO RS-3 <P> builder <O> Montreal Locomotive Works, <S> ALCO RS-3 <P> engine <O> V12 engine, <S> ALCO RS-3 <P> powerType <O> Diesel-electric transmission, <S> ALCO RS-3 <P> length <O> 17068.8 (millimetres)]","""Tá inneall V12 ag an ALCO RS-3, a thóg an Montreal Locomotive Works, agus tá trealamh díseál-eileachtúil aige, agus tá sé 17068.8 milliméadar. """,Irish
2180,MeanOfTransportation,(X (X)),,"[<S> Alvis Speed 25 <P> transmission <O> ""single plate clutch, separate 4-speed gearbox all-silent and all-syncromesh, centre change lever, open tubular propellor shaft with metal joints , spiral bevel fully floating back axle""]","""Tá trealamh iontach ag an Alvis Speed 25 a chruthaíodh mar ""clutch plaisteach aonair, gearbox 4 tapa ar leithligh go hiomlán ciúin agus go hiomlán comhtháthraithe, lever athrú lárnach, shaft propeller tubular oscailte le comhghnóthaí meatailt, bevel spiral go hiomlán ag dul ar ais axle"".",Irish
923,Athlete,(X (X)),,[<S> St. Louis Rams <P> coach <O> Joe Vitt],"""Is Joe Vitt an múinteoir don St. Louis Rams"", ""Is Joe Vitt an múinteoir don St. Louis Rams"", ""Is Joe Vitt an múinteoir don St. Louis Rams"".",Irish
8877,Astronaut,(X (X (X)) (X (X))),mixed,"[<S> Alan Shepard <P> mission <O> Apollo 14, <S> New Hampshire <P> bird <O> Purple finch, <S> Alan Shepard <P> birthPlace <O> New Hampshire, <S> Apollo 14 <P> operator <O> NASA]","""B'e Alan Shepard a rugadh i Nua-Hamhsair (a bhfuil an fhinch phórpaí ina shlándal). Bhí sé ina bhall foirne Apollo 14 NASA"".",Irish
4635,Astronaut,(X (X) (X) (X) (X) (X)),sibling,"[<S> Alan Bean <P> nationality <O> United States, <S> Alan Bean <P> occupation <O> Test pilot, <S> Alan Bean <P> mission <O> Apollo 12, <S> Alan Bean <P> birthPlace <O> Wheeler, Texas, <S> Alan Bean <P> timeInSpace <O> ""100305.0""(minutes)]","""B'é an t-Aillimh a bhí ag Alan Bin, a rugadh i Wheeler, stát Texas. Bhí sé ina léitheoir-téarbhálaí agus ina bhall foirne ""Apollon-12"".",Irish
12476,Monument,(X (X) (X) (X (X) (X))),mixed,"[<S> Monocacy National Battlefield <P> location <O> Frederick County, Maryland, <S> 14th New Jersey Volunteer Infantry Monument <P> established <O> ""1907-07-11"", <S> 14th New Jersey Volunteer Infantry Monument <P> district <O> Monocacy National Battlefield, <S> Monocacy National Battlefield <P> nearestCity <O> Frederick, Maryland, <S> 14th New Jersey Volunteer Infantry Monument <P> owningOrganisation <O> National Park Service]","""Tá an 14ú Monument Infantry Volunteer New Jersey bunaithe an 11 Iúil 1907 suite ar an Moncacy National Battlefield, Contae Frederick, Maryland. Tá an tSeirbhís Páirc Náisiúnta freagrach as a chothabháil.",Irish
12740,WrittenWork,(X (X (X)) (X (X) (X))),mixed,"[<S> A Fortress of Grey Ice <P> language <O> English language, <S> English language <P> spokenIn <O> Great Britain, <S> United States <P> capital <O> Washington, D.C., <S> A Fortress of Grey Ice <P> country <O> United States, <S> United States <P> ethnicGroup <O> Native Americans in the United States]","""Tógann Farraing na nGall Grey ó na Stáit Aontaithe, agus scríobhann sé sa Bheurla, a labhraítear i mBreatain Mhór freisin. Cuimsíonn na Stáit Aontaithe go leor Meiriceánaigh Dúchais, agus is é Washington D.C. a phríomhchathair"", ""Is é an teanga na Breataine Mhór Béarla, agus úsáidtear é seo sa foilseachán bunaidh de Farraing na nGall Grey. Tá an leabhar, áfach, ó na Stáit Aontaithe áit a bhfuil an phríomhchathair Washington DC. Tá an tír ann freisin",Irish
3572,Artist,(X (X) (X)),sibling,"[<S> Anders Osborne <P> recordLabel <O> Alligator Records, <S> Anders Osborne <P> genre <O> Rhythm and blues]","""Is é an cineathrú atá ag Anders Osborne Rhythm and blues agus tá siad sínithe leis an lipéad taifeadála Alligator Records. """", Anders Osborne cluich rhythm and blues agus bhí sí sínithe le Alligator Records. "", ""Tá léiritheoir ceoil rhythm and blues, Anders Osborne, mar chuid den lipéad taifeadála, Alligator Records. """,Irish
1718,CelestialBody,(X (X) (X)),sibling,"[<S> 101 Helena <P> escapeVelocity <O> 0.0348 (kilometrePerSeconds), <S> 101 Helena <P> apoapsis <O> 441092000.0 (kilometres)]","""(101) Tá luas éagóireachta 0,0348 km/s agus an apapsid 441092000,0 km."", ""(101) Tá luas cosmach eile ag Elena 0,0348 km/s, agus an ionad - 441092000,0 km."", ""U (101) Tá ionad 441092000,0 km. agus luas éagóireachta - 0,0348 km/s"".",Irish
12550,Politician,(X (X) (X (X)) (X (X))),mixed,"[<S> Agnes Kant <P> nationality <O> Netherlands, <S> Netherlands <P> leader <O> Mark Rutte, <S> Agnes Kant <P> residence <O> Doesburg, <S> Socialist Party (Netherlands) <P> leader <O> Emile Roemer, <S> Agnes Kant <P> party <O> Socialist Party (Netherlands)]","""Agnes Kant náisiúnach na hÍsiltíre a cheannaíonn Mark Rutte. Bhí sí ina chónaitheoir i Doesburg agus ina bhall den Pháirtí Sóisialacha a bhí ina gceannas ar Emile Roemer. """,Irish
3105,Food,(X (X) (X (X))),mixed,"[<S> Binignit <P> ingredient <O> Taro, <S> Binignit <P> course <O> Dessert, <S> Dessert <P> dishVariation <O> Sandesh (confectionery)]","""Taro  ingredient de dessert biinignit. Sandesh (condaire dédhéanamh) is féidir a thabhairt mar dheisert. "", ""Sup Binignit déanta as Taró agus a thabhairt mar dheisert, mar atá san Sandesh. "", ""Taro é an comhábhar súpa Binignit, atá mar dheisert. ""Sandesh"" - freisin déisert. """,Irish
