id,category,shape,shape_type,triples,lexicalization,prefix
2060,MeanOfTransportation,(X (X)),,[<S> A-Rosa Luna <P> topSpeed <O> 24.0],"""Il-A-Rosa Luna għandha veloċità massima ta' 24 km/h"", ""Il-veloċità massima pf il-A-Rosa Luna hija 24.0."", ""Il-veloċità massima tal-A-Rosa Luna hija 24.0.""",Maltese
12047,Company,(X (X) (X) (X) (X) (X)),sibling,"[<S> Trane <P> netIncome <O> 556300000, <S> Trane <P> type <O> Subsidiary, <S> Trane <P> operatingIncome <O> 875400000, <S> Trane <P> foundingDate <O> 1913-01-01, <S> Trane <P> foundationPlace <O> La Crosse, Wisconsin]","""Mae Trane, stabbilita f'La Crosse, Wisconsin fl-1913-01-01, hija kumpanija ċifranog. Mae qabdiet u kumpanija ta' $556 miljun u $875.4 miljun dollaru. """,Maltese
4448,Company,(X (X) (X)),sibling,"[<S> GMA New Media <P> industry <O> Entertainment, <S> GMA New Media <P> type <O> Media company]","""GMA New Media, Inc. hija kumpanija tal-midja li toffri applikazzjonijiet fl-industrija tal-intratteniment."", ""GMA New Media, kumpanija tal-midja, hija wkoll industrija tal-intratteniment."", ""GMA New Media, Inc. hija kumpanija tal-midja fl-industrija tal-intratteniment"".",Maltese
9776,Food,(X (X) (X) (X) (X)),sibling,"[<S> Ayam penyet <P> region <O> Malaysia, <S> Ayam penyet <P> country <O> Java, <S> Ayam penyet <P> ingredient <O> Fried chicken, <S> Ayam penyet <P> mainIngredient <O> ""Squeezed"" or ""smashed"" fried chicken served with sambal]","""Ayam Penyet huwa ikel mill-Malasja, oriġinarjament magħmul fil-pajjiż Java. B'tjur friż bħala l-ingredjent ewlieni tiegħu, huwa ppreparat billi jsaħħad jew jitfarrak il-tjur friż u jservi ma' sambal. """", ""Ayam Penyet huwa ikel mill-Malasja u jinstab f'Java. L-ingredjenti ewlenin tal-ayam penyet huma tjur ""friż"" jew ""friż"" servut ma' sambal u wkoll tjur friż.",Maltese
3492,Artist,(X (X) (X)),sibling,"[<S> Albennie Jones <P> genre <O> Jazz, <S> Albennie Jones <P> background <O> ""solo singer""]","""Albennie Jones, artist tal-jazz, huwa kantant solista. """",Albennie Jones, artist tal-jazz, għandu sfond bħala kantant solista. """",Albennie Jones huwa kantant solista u jwettaq mużika tal-jazz. """,Maltese
9756,Food,(X (X) (X) (X) (X)),sibling,"[<S> Arròs negre <P> region <O> Valencian Community, <S> Arròs negre <P> country <O> Spain, <S> Arròs negre <P> mainIngredient <O> ""White rice, cuttlefish or squid, cephalopod ink, cubanelle peppers"", <S> Arròs negre <P> ingredient <O> Squid]","""Arròs negre huwa ikel tradizzjonali minn Spanja li ġej mir-reġjun tal-Komunità Valenzjana. L-ingredjenti ewlenin f'arròs negre huma rżis bojod, ċattli jew kalmar, ink tal-ċefalopod u ppipperi ta' Cubanelle. """", Arròs negre huwa ikel tradizzjonali minn Spanja li ġej mir-reġjun tal-Komunità Valenzjana. L-ingredjenti ewlenin huma rżis bojod, ċattli jew kalmar, ink tal-ċefalopod, ppipperi",Maltese
10334,Politician,(X (X) (X) (X (X))),mixed,"[<S> Ab Klink <P> almaMater <O> Erasmus University Rotterdam, <S> Erasmus University Rotterdam <P> affiliation <O> Association of MBAs, <S> Ab Klink <P> office <O> ""Member of the Senate"", <S> Ab Klink <P> birthPlace <O> Stellendam]","""Ab Klink twieled f'Stellendam u ħadem bħala membru tas-senat. Huwa attestat fl-Università Erasmus f'Rotterdam li hija affiljata mal-Assoċjazzjoni tal-MBAs. """",Ab Klink, twieled f'Stellendam, attentat fl-Università Erasmus Rotterdam, li hija affiljata mal-Assoċjazzjoni tal-MBAs.",Maltese
421,Building,(X (X)),,[<S> Akita Museum of Art <P> location <O> Akita Prefecture],"""Il-Museum tal-Arti ""Akita"" jinsab fil-prefettura ta' Akita. ""Il-Museum tal-Arti ""Akita"" jinsab fil-prefettura ta' Akita. """,Maltese
9630,ComicsCharacter,(X (X (X)) (X (X))),mixed,"[<S> Bananaman <P> starring <O> Bill Oddie, <S> Bananaman <P> broadcastedBy <O> BBC, <S> Bill Oddie <P> birthPlace <O> Lancashire, <S> BBC <P> city <O> Broadcasting House]","""Bill Oddie, imwieled f'Lancashire, kien l-istella ta' Bananaman, mibgħuta mill-BBC minn dar tar-radikazzjoni f'Londra"".",Maltese
5312,Astronaut,(X (X) (X) (X) (X) (X) (X)),sibling,"[<S> Elliot See <P> almaMater <O> University of Texas at Austin, <S> Elliot See <P> deathPlace <O> St. Louis, <S> Elliot See <P> birthDate <O> ""1927-07-23"", <S> Elliot See <P> birthPlace <O> Dallas, <S> Elliot See <P> deathDate <O> ""1966-02-28"", <S> Elliot See <P> occupation <O> Test pilot]","""Eliot Si twieled it-23 ta' Lulju 1977 f'Dallas. Hu attestat l-Università tat-Texas f'Ostine u ħadem bħala letċjant-isprimitur.",Maltese
3177,Monument,(X (X) (X (X))),mixed,"[<S> Turkey <P> capital <O> Ankara, <S> Atatürk Monument (İzmir) <P> inaugurationDate <O> ""1932-07-27"", <S> Atatürk Monument (İzmir) <P> location <O> Turkey]","""Il-Pemjatnik Atatürk ġie miftuħ fis-27 ta' Lulju 1932 f'Izmir, it-Turkija.",Maltese
1252,SportsTeam,(X (X)),,[<S> Peter Stöger <P> club <O> Austria national football team],"""Il-futbolista Petr Štёger jilgħab għall-Sambjonata Awstrjana fil-futbol. """,Maltese
1304,University,(X (X)),,[<S> Romania <P> leaderTitle <O> Prime Minister of Romania],"""Lidder Rumynia huwa magħruf bħala l-prim Ministru. """", Lidderom Rumynia jissejħu l-prim Ministru Rumanija. """", Zвание лидера Румынии - ""Премьер-министр"".",Maltese
1874,Food,(X (X) (X)),sibling,"[<S> Amatriciana sauce <P> region <O> Lazio, <S> Amatriciana sauce <P> ingredient <O> Guanciale]","""Gуанчиале huwa l-ingredjent tas-soss amматричана, li joriġina mill-Latija. """,Maltese
11822,City,(X (X (X)) (X (X) (X))),mixed,"[<S> Amarillo, Texas <P> isPartOf <O> Potter County, Texas, <S> Potter County, Texas <P> state <O> Texas, <S> United States <P> capital <O> Washington, D.C., <S> Amarillo, Texas <P> country <O> United States, <S> United States <P> language <O> English language]","""L-Amarillo jinsab fil-Kontea ta' Potter, Texas, l-Istati Uniti fejn Washington DC hija l-kapitali u l-Ingliż jitkellem. """", Amarillo huwa parti mill-Kontea ta' Potter fit-Texas, l-Istati Uniti. L-Ingliż huwa l-lingwa mitkellma fl-Istati Uniti, fejn il-kapitali hija Washington DC. """", L-Ingliż fil-lingwa tal-Istati Uniti u l-kapitali tagħha hija Washington DC. Amarillo hija parti mill-Kontea ta' Potter fl-istat",Maltese
793,Food,(X (X)),,[<S> Arem-arem <P> ingredient <O> Banana leaf],"""Il-karta tal-banana  é l-ingredient fl-arem. "" ""Il-arem-arem jinkludi l-ingredient  il-karta tal-banana. """,Maltese
7971,SportsTeam,(X (X) (X) (X)),sibling,"[<S> A.D. Isidro Metapán <P> fullName <O> ""Isidro Metapán"", <S> A.D. Isidro Metapán <P> ground <O> ""Metapán, El Salvador"", <S> A.D. Isidro Metapán <P> numberOfMembers <O> 10000]","""AD Isidro Metapán jinsab f'Metapán, El Salvador. Għandu 10000 membru."", ""AD Isidro Metapán għandu 10000 membru u l-post tagħhom huwa f'Metapán, El Salvador. Is-surnom sħiħ tagħhom huwa Isidro Metapan."", ""Is-surnom sħiħ ta' A.D Isidro Metapan huwa Isidro Metapan. Il-post tagħhom jinsab f'Metapán, El Salvador u għandhom 10000 membru"".",Maltese
820,Athlete,(X (X)),,[<S> Alessio Romagnoli <P> birthPlace <O> Anzio],"""Alessio Romagnoli twieled f'Anzio"".",Maltese
6861,City,(X (X) (X) (X)),sibling,"[<S> Austin, Texas <P> areaTotal <O> 703.95 (square kilometres), <S> Austin, Texas <P> populationDensity <O> 1296.65 (inhabitants per square kilometre), <S> Austin, Texas <P> areaCode <O> 512]","""Austin, Texas għandha l-kodiċi taż-żona 512, densità ta' popolazzjoni ta' 1296.65 persuna għal kull km kwadru u żona ta' 703.95 km kwadru"", ""Austin, Texas għandha l-kodiċi taż-żona 512, densità ta' popolazzjoni għal kull km kwadru ta' 1296.65 u żona totali ta' 703.95 km kwadru"", ""Austin, Texas tkopri 703.95 kilometru kwadru, għandha densità ta' popolazzjoni ta' 1296.65 persuna għal kull kilometru kwadru u tuża 512 bħala l-kodiċi taż",Maltese
12446,Monument,(X (X) (X) (X) (X) (X)),sibling,"[<S> 11th Mississippi Infantry Monument <P> location <O> Seminary Ridge, <S> 11th Mississippi Infantry Monument <P> location <O> Adams County, Pennsylvania, <S> 11th Mississippi Infantry Monument <P> state <O> ""Pennsylvania"", <S> 11th Mississippi Infantry Monument <P> established <O> 2000, <S> 11th Mississippi Infantry Monument <P> category <O> Contributing property]","""Il-Monument tal-Infanterija tal-Mississippi 11th jinsab f'Seminary Ridge, il-Kontea ta' Adams, Pennsylvania. Imwaqqfa fl-2000 il-Monument jaqa' taħt il-kategorija ta' proprjetà li tikkontribwixxi. """,Maltese
1124,SportsTeam,(X (X)),,[<S> AEK Athens F.C. <P> league <O> Superleague Greece],"""AEK Athene"" tikkompeti fis-Superliga Griega. ""FK ""AEK"" jilgħab fis-Superliga tal-Kampanja Griega fil-futbol. ""FK ""AEK"" jilgħab fis-Superliga tal-Kampanja Griega fil-futbol. """,Maltese
4287,City,(X (X (X))),chain,"[<S> Fulton County, Georgia <P> country <O> United States, <S> Alpharetta, Georgia <P> isPartOf <O> Fulton County, Georgia]","""Il-Kuntin ta' Fulton huwa l-post ta' Alpharetta, Ġorġja, fl-Istati Uniti. """", ""Alpharetta hija parti mill-Kuntin ta' Fulton, Ġorġja, fl-Istati Uniti. """", ""Alpharetta, hija parti mill-Kuntin ta' Fulton, Ġorġja, fl-Istati Uniti"".",Maltese
2819,ComicsCharacter,(X (X) (X (X))),mixed,"[<S> Aurakles <P> creator <O> Dick Dillin, <S> Dick Dillin <P> nationality <O> United States, <S> Aurakles <P> alternativeName <O> ""Aurakles""]","""Dik Dillín mill-Istati Uniti ħolqot il-karattru tal-kummissarji, magħruf bħala Aurakles (b'mod alternattiv - Aurakles)."", ""Personaj kommissarji Aurakles (diġree nom  Aurakles) kien maħluq minn Dick Dillín mill-Istati Uniti tal-Amerika. """,Maltese
7612,MeanOfTransportation,(X (X) (X (X))),mixed,"[<S> Lancia Thema <P> relatedMeanOfTransportation <O> Saab 9000, <S> Alfa Romeo 164 <P> assembly <O> Italy, <S> Alfa Romeo 164 <P> relatedMeanOfTransportation <O> Lancia Thema]","""L-Alfa Romeo 164 huwa assemblat fl-Italja u huwa mezz ta' trasport relatat tas-Saab 9000 u tas-Lancia Thema."", ""Il-vetturi relatati huma l-Alfa Romeo 164 (made in Italy) u Lancia Thema.",Maltese
5128,Politician,(X (X (X))),chain,"[<S> Agnes Kant <P> nationality <O> Netherlands, <S> Netherlands <P> leader <O> Mark Rutte]","""Mae'r Agnes Kant yn dod or Iseldiroedd, y'r lid lided of it, yn Mark Rutte. Mae'r Iseldiroedd yn get in led of Mark Rutte ac mae'r id id-dar Agnes Kant cenedlaethol. Mae'r Agnes Kant yn genationalwr of the Iseldiroedd, yn mae'r Mark Rutte yn lided"".",Maltese
2787,CelestialBody,(X (X) (X) (X)),sibling,"[<S> 1097 Vicia <P> epoch <O> 2006-12-31, <S> 1097 Vicia <P> formerName <O> ""1928 PC"", <S> 1097 Vicia <P> orbitalPeriod <O> 135589000.0]","""1929 PC - прежнее название 1097 Виции, която има епоху 31 Diċembru 2006 года и орбитальный период 135589000,0."", ""1097 Виция (ранее ""1929 PC"") għandha perjodu orbital 135589000,0, а эпоху - 13 Jannar 2016 года"".",Maltese
3774,Athlete,(X (X (X))),chain,"[<S> Aleksandr Chumakov <P> deathPlace <O> Moscow, <S> Moscow <P> leader <O> Sergey Sobyanin]","""Alessandro Chumakov miet f'Moska, u l-mexxejja tiegħu kien Sergey Sobyanin. ""Alessandro Chumakov miet f'Moska, u l-mexxejja tiegħu kien Sergey Sobyanin. """,Maltese
10510,Politician,(X (X) (X) (X) (X)),sibling,"[<S> Alfred N. Phillips <P> party <O> Democratic Party (United States), <S> Alfred N. Phillips <P> successor <O> Albert E. Austin, <S> Alfred N. Phillips <P> birthPlace <O> Connecticut, <S> Alfred N. Phillips <P> office <O> Mayor of Stamford, Connecticut]","""Alfred N Phillips kien membru tal-Pwyllgor Demokratiku fl-Istati Uniti u kien se jiġi wara Albert E. Austin"".",Maltese
12804,WrittenWork,(X (X (X)) (X (X) (X))),mixed,"[<S> United States <P> ethnicGroup <O> African Americans, <S> United States <P> leaderTitle <O> President of the United States, <S> A Wizard of Mars <P> language <O> English language, <S> English language <P> spokenIn <O> Great Britain, <S> A Wizard of Mars <P> country <O> United States]","""A Wizard of Mars huwa miktub bl-Ingliż, il-lingwa tal-Gran Brittanja. Madankollu, huwa oriġinat mill-Istati Uniti fejn l-Amerikani Afrikani huma grupp etniku u l-mexxej tal-pajjiż hu magħruf bħala l-President. """", ""L-Amerikani Afrikani huma grupp etniku fl-Istati Uniti, pajjiż immexxi mill-President. Huwa l-oriġini ta' A Wizard of Mars li jiġi ppubblikat bl-Ingliż, kif jitkellmu fil-Gran Brittanja.",Maltese
3165,Monument,(X (X) (X (X))),mixed,"[<S> Azerbaijan <P> leaderTitle <O> Prime Minister of Azerbaijan, <S> Baku Turkish Martyrs' Memorial <P> location <O> Azerbaijan, <S> Baku Turkish Martyrs' Memorial <P> designer <O> ""Hüseyin Bütüner and Hilmi Güner""]","""Hussein Bütüner u Hилми Güner ppjanat il-Memorial tal-memorja tas-suldati Turċi, li jinsab fl-Ażerbajġan.",Maltese
2442,Politician,(X (X)),,[<S> Abraham A. Ribicoff <P> nationality <O> American],"""Mae cenedlaetholdeb Abraham A. Ribicoff yn Americanaidd. ""Mae cenedlaetholdeb Abraham A. Ribicoff yn Americanaidd. ""Mae cenedlaetholdeb Abraham A. Ribicoff yn Americanaidd. ""Mae cenedlaetholdeb Abraham A. Ribicoff yn Americanaidd. ""Mae cenedlaetholdeb Abraham A. Ribicoff yn Americanaidd. ""Mae cenedlaetholdeb Abraham A. Ribicoff yn Americanaidd. ""Mae cenedlaetholdeb Abraham A. Ribicoff yn Americanaidd. ""Mae cenedlaetholdeb Abraham A. Ribicoff yn Americana",Maltese
9510,City,(X (X (X)) (X (X))),mixed,"[<S> Auburn, Alabama <P> isPartOf <O> Lee County, Alabama, <S> Auburn, Alabama <P> country <O> United States, <S> Lee County, Alabama <P> state <O> Alabama, <S> United States <P> ethnicGroup <O> African Americans]","""Auburn huwa parti mill-Kontat ta' Lee fl-Alabama, l-Istati Uniti, fejn wieħed mill-gruppi etniċi huwa l-Amerikani Afrikani. Il-Kontat ta' Lee jinsab fi ħdan l-istat ta' Alabama. """", Auburn, Alabama huwa parti mill-Kontat ta' Lee li jinsab fl-Istati Uniti. Grupp etniku wieħed fl-Istati Uniti huwa magħruf bħala Amerikan Afrikani. """", Auburn, Alabama huwa parti mill-Kontat ta' Lee fl-Istati Uniti. L-Amerikani",Maltese
5662,WrittenWork,(X (X (X))),chain,"[<S> United States <P> leaderTitle <O> President of the United States, <S> A Fortress of Grey Ice <P> country <O> United States]","""Fortura tal-Grey Ice hija mill-Istati Uniti fejn il-mexxej hu magħruf bħala l-President"". ""Fortura tal-Grey Ice hija mill-Istati Uniti fejn it-titolu tal-mexxej huwa President"". ""Fortura tal-Grey Ice hija mill-Istati Uniti, li l-mexxej tiegħu hu msejjaħ il-President"".",Maltese
3263,SportsTeam,(X (X) (X) (X)),sibling,"[<S> A.S. Livorno Calcio <P> ground <O> Stadio Armando Picchi, <S> A.S. Livorno Calcio <P> numberOfMembers <O> 19238, <S> A.S. Livorno Calcio <P> fullName <O> ""Associazione Sportiva""]","""Associazione Sportiva Livorno, più nota bħala FK ""Livorno"", - hija 19238 membru tal-klabb, li l-pjattaforma tagħha tinsab fuq ""Armando Pikki""."", ""Domaşняя площадка Livorno (il-isem sħiħ tal-klabb tal-futbol ""Livorno""), li għandu 19238 membru, - l-istatjon Armando Pikki. "", ""Livorno, minn 19238 membru, għandu l-istatjon domestiku ta 'Armando Pikki"".",Maltese
2561,Building,(X (X (X) (X))),mixed,"[<S> 20 Fenchurch Street <P> location <O> United Kingdom, <S> United Kingdom <P> demonym <O> British people, <S> United Kingdom <P> currency <O> Pound sterling]","""Fenchurch Street 20 tinsab fir-Renju Unit, fejn il-munita hija l-Punt Sterling, u l-identifikazzjoni għall-abituri hija Britanniċi. """,Maltese
12718,University,(X (X (X) (X) (X) (X))),mixed,"[<S> Romania <P> ethnicGroup <O> Germans of Romania, <S> Romania <P> leader <O> Klaus Iohannis, <S> Romania <P> leaderTitle <O> Prime Minister of Romania, <S> Romania <P> capital <O> Bucharest, <S> 1 Decembrie 1918 University <P> country <O> Romania]","""L-Università tal-1 ta' Diċembru 1918 tinsab fir-Rumanija. Il-kapitali tar-Rumanija hija Bukarestu; il-Prim Ministru tagħha huwa Klaus Iohannis u l-grupp etniku tiegħu huma l-Ġermaniżi tar-Rumanija. """,Maltese
12905,Astronaut,(X (X) (X) (X) (X) (X) (X)),sibling,"[<S> Elliot See <P> status <O> ""Deceased"", <S> Elliot See <P> deathPlace <O> St. Louis, <S> Elliot See <P> birthPlace <O> Dallas, <S> Elliot See <P> occupation <O> Test pilot, <S> Elliot See <P> nationality <O> United States, <S> Elliot See <P> selectedByNasa <O> 1962]","""Il-pilot tat-test Elliot See kien Amerikan li ġie magħżul mill-NASA bħala parti mill-missjoni spazjali fl-1962. See twieled f'Dallas u miet f'St. Louis. """,Maltese
4206,City,(X (X) (X)),sibling,"[<S> Anaheim, California <P> country <O> United States, <S> Anaheim, California <P> isPartOf <O> Orange County, California]","""Anaheim hija parti mill- Orange County, California, l-Istati Uniti. """,Maltese
201,Airport,(X (X)),,[<S> Belgium <P> capital <O> City of Brussels],"""Il-kapitali tal-Belġju hija Brussell"", ""Il-kapitali tal-Belġju hija Brussell"".",Maltese
5095,Food,(X (X) (X) (X) (X (X))),mixed,"[<S> Bionico <P> country <O> Mexico, <S> Mexico <P> leader <O> Silvano Aureoles Conejo, <S> Bionico <P> dishVariation <O> Cottage cheese, <S> Bionico <P> course <O> Dessert, <S> Bionico <P> region <O> Guadalajara]","""Bionico jista 'jkun variegat bl-għajnuna ta' biojoniku; jingħata bħala deżert, u jista 'jinstab fih f'Gvadalhar, il-Messiku (fejn il-mexxej huwa Silvano Aureoles Konecho)."", ""Messika, li l-mexxej tagħha huwa Silvano Aureoles Konecho, - rdina deżert taħt l-isem bionico.",Maltese
5337,SportsTeam,(X (X (X))),chain,"[<S> A.S. Gubbio 1910 <P> league <O> Serie D, <S> Serie D <P> champions <O> S.S. Robur Siena]","""Il-klabb tal-futbol A.S. Gubbio 1910 jilgħab fis-Serie D, li l-kampiuni tiegħu huma S.S. Robur Siena. "" ""A.S. Gubbio 1910 huwa fl-Serie D li l-kampiuni tiegħu huma SS Robur Siena. """,Maltese
3882,CelestialBody,(X (X) (X) (X) (X)),sibling,"[<S> 107 Camilla <P> discoverer <O> F. Vilas, <S> 107 Camilla <P> epoch <O> 2006-12-31, <S> 107 Camilla <P> periapsis <O> 479343000.0 (kilometres), <S> 107 Camilla <P> apoapsis <O> 560937000.0 (kilometres)]","""(107) Kamilla ġiet skoperta minn F. Villasom u għandha l-epoju t-31 ta' Diċembru 2006. Pericentru - 479343000,0 kilometri, u апоцентр - 560937000,0 km."", ""(107) Kamilla, skoperta minn F. Villasom, għandha l-epoju t-31 ta' Diċembru 2006. Izmerение апоцентра - 560937000,0 kilometri u pericentru 479343000,0 kilometri."", ""(107) Kamilla għandha l-epoju t",Maltese
1675,ComicsCharacter,(X (X)),,[<S> The Arrow (comicsCharacter) <P> creator <O> Paul Gustavson],"""Paul Gustavson ħalaq il- Arrow. "" ""Il-karattru tal-kumiks, The Arrow, ġie maħluq minn Paul Gustavson. """,Maltese
1923,Food,(X (X)),,[<S> Binignit <P> mainIngredient <O> Sago],"""Sago huwa l-ingredjent ewlieni ta' binignit"", ""Sago huwa l-ingredjent ewlieni ta' binignit"".",Maltese
5571,WrittenWork,(X (X) (X)),sibling,"[<S> A Severed Wasp <P> numberOfPages <O> ""388"", <S> A Severed Wasp <P> isbnNumber <O> ""0-374-26131-8""]","""Il-pussess ta' 388 paġna ""A Severed Wasp"" għandu numru ISBN ta' ""0-374-26131-8."", ""A Severed Wasp għandu numru ISBN ta' ""0-374-26131-8"" u għandu 388 paġna"".",Maltese
10830,WrittenWork,(X (X) (X) (X) (X)),sibling,"[<S> A Glastonbury Romance <P> mediaType <O> Hardcover, <S> A Glastonbury Romance <P> numberOfPages <O> ""1174"", <S> A Glastonbury Romance <P> oclcNumber <O> 76798317, <S> A Glastonbury Romance <P> isbnNumber <O> ""0-7156-3648-0""]","""Glastonbury Romance, disponibbli f'kaffa iebsa, għandha 1174 paġna. Is-ISBN # huwa: 0-7156-3648-0 u OCLC #: 76798317."", """"A Glastonbury Romance ""jista 'jinstab f'kaffa iebsa u għandha 1174 paġna. In-numru OCLC huwa 76798317 u n-numru ISBN huwa 0-7156-3648-0."", ""A Glastonbury Romance għandha 1174 paġna u tista' tinstab f'kaffa iebsa",Maltese
11092,Airport,(X (X) (X (X) (X) (X))),mixed,"[<S> Appleton International Airport <P> location <O> Greenville, Wisconsin, <S> Greenville, Wisconsin <P> isPartOf <O> Grand Chute, Wisconsin, <S> Greenville, Wisconsin <P> isPartOf <O> Menasha (town), Wisconsin, <S> Greenville, Wisconsin <P> country <O> United States, <S> Appleton International Airport <P> cityServed <O> Appleton, Wisconsin]","""L-ajruport internazzjonali ta' Appleton, li jservi l-belt ta' Appleton (Wisconsin), jinsab f'Greenville, Wisconsin, fl-Istati Uniti. Greenville huwa parti kemm minn Grand Chute kif ukoll minn Menasha, kemm f'Wisconsin. "" ""L-ajruport internazzjonali ta' Appleton jista' jinstab f'Greenville, Wisconsin, li huwa parti minn Grand Chute, Wisconsin, l-Istati Uniti. L-ajruport jservi Appleton, Wisconsin u Greenville huwa parti minn Menasha, Wisconsin.",Maltese
9278,Building,(X (X (X) (X) (X))),mixed,"[<S> United States <P> leaderTitle <O> President of the United States, <S> United States <P> leader <O> Joe Biden, <S> 250 Delaware Avenue <P> location <O> United States, <S> United States <P> ethnicGroup <O> White Americans]","""L-Amerikani abjad huma grupp etniku fl-Istati Uniti li huwa mmexxi mill-President. Joe Biden huwa mexxej f'dak il-pajjiż. 250 Delaware Ave. huwa fl-Istati Uniti"".",Maltese
5069,Politician,(X (X) (X)),sibling,"[<S> Abner W. Sibal <P> office <O> ""Member of the Connecticut Senate from the 26th District"", <S> Abner W. Sibal <P> birthDate <O> 1921-04-11]","""Abner W. Sibal (11-04-1921) kien membru tas-Senat tal-Connecticut mid-26 Distrett."", ""Abner W. Sibal, li twieled fl-4 ta' Novembru 1921, kien membru tas-Senat tal-Connecticut mid-26 Distrett."", ""Abner W. Sibal twieled fl-11 ta' April 1921 u ħadem bħala membru tas-Senat tal-Connecticut mid-26 Distrett"".",Maltese
4000,Food,(X (X (X)) (X (X))),mixed,"[<S> Asam pedas <P> country <O> Malaysia, <S> Malaysia <P> ethnicGroup <O> Malaysian Malay, <S> Asam pedas <P> region <O> Sumatra, <S> Sumatra <P> ethnicGroup <O> Malays (ethnic group)]","""Asam pedas  huwa ikel mis-Sumatra, il-Malaysia.",Maltese
2342,Airport,(X (X) (X) (X)),sibling,"[<S> Afonso Pena International Airport <P> location <O> São José dos Pinhais, <S> Afonso Pena International Airport <P> runwayName <O> ""15/33"", <S> Afonso Pena International Airport <P> runwayLength <O> 1800.0]","""Mae Aphonso Pena tinsab fil-belt ta' San-Zoe-du-Pinyays; ma' l-ajruplan jitfa' l-inħawi 15/33, għal 1800 metru"".",Maltese
12219,Food,(X (X) (X) (X (X) (X))),mixed,"[<S> Bionico <P> country <O> Mexico, <S> Mexico <P> language <O> Spanish language, <S> Mexico <P> leader <O> Silvano Aureoles Conejo, <S> Bionico <P> dishVariation <O> Honey, <S> Bionico <P> course <O> Dessert]","""Bionico huwa ikel li jinstab fil-Messiku, fejn jitkellmu l-Ispanjol u Silvano Aureoles Conejo huwa mexxej. Il-ħalib jista' jiżdied ma' bionico, li huwa ikel li jiġi sservi bħala dessert. """", ""Sħar inkluż il-mel, Bionico huwa dessert li jinstab fil-Messiku fejn jitkellmu l-Ispanjol.",Maltese
8679,Artist,(X (X) (X) (X) (X)),sibling,"[<S> Al Anderson (NRBQ band) <P> associatedBand/associatedMusicalArtist <O> NRBQ, <S> Al Anderson (NRBQ band) <P> associatedBand/associatedMusicalArtist <O> The Wildweeds, <S> Al Anderson (NRBQ band) <P> instrument <O> Guitar, <S> Al Anderson (NRBQ band) <P> genre <O> Rock music]","""Qed membru tal-The Wildweeds, Al Anderson jilgħab il-gitarra fil-band NRBQ li jlagħbu mużika tar-rokk. "" ""Al Anderson, li darba kellu mal-The Wildweeds, jilgħab il-gitarra fil-band tar-rokk NRBQ. """,Maltese
7582,MeanOfTransportation,(X (X) (X (X))),mixed,"[<S> Atlas II <P> launchSite <O> Spaceport Florida Launch Complex 36, <S> Atlas II <P> manufacturer <O> Lockheed Martin, <S> Lockheed Martin <P> location <O> Bethesda, Maryland]","""L-Atlas II, li tniedi mill-Spaceport Florida Launch Complex 36, huwa manifatturat mill-kumpanija Lockheed Martin ta' Bethesda, Maryland."", ""L-Atlas II huwa manifatturat mill-Bethesda, Maryland ibbażata Lockheed Martin u tniedi fil-Spaceport Florida Launch Complex 36."", ""L-Atlas II, is-sit tat-tnedija tiegħu huwa Spaceport Florida Launch Complex 36. kien manifatturat minn Lockheed Martin, f'Bethesda, Maryland"".",Maltese
12737,WrittenWork,(X (X) (X) (X) (X (X))),mixed,"[<S> 1634: The Bavarian Crisis <P> followedBy <O> Ring of Fire II, <S> Ring of Fire II <P> language <O> English language, <S> 1634: The Bavarian Crisis <P> precededBy <O> Grantville Gazette II, <S> 1634: The Bavarian Crisis <P> author <O> ""Virginia DeMarce and Eric Flint"", <S> 1634: The Bavarian Crisis <P> precededBy <O> The Grantville Gazettes]","""L-awturi ta' 1634: Il-Kriżi Bavarja huma Virginia DeMarce u Eric Flint u kien preċedut minn The Grantville Gazettes u segwit minn Ring of Fire II li huwa miktub bl-Ingliż. """,Maltese
203,Airport,(X (X)),,[<S> Belgium <P> leader <O> Charles Michel],"""Il-Lidérom tal-Belġju huwa Charles Michel. """,Maltese
966,Food,(X (X)),,[<S> Italy <P> capital <O> Rome],"""Rum - kapital ta' l-Italja. """", ""Stoлица Italiji - Rim. """,Maltese
1188,CelestialBody,(X (X)),,[<S> (29075) 1950 DA <P> mass <O> 4.0 (kilograms)],"""(29075) 1950 DA għandha massa ta' 4.0 kg."", ""29075 1950 DA għandha massa ta' 4.0 kg. """,Maltese
8776,Artist,(X (X) (X) (X (X))),mixed,"[<S> Anders Osborne <P> recordLabel <O> Alligator Records, <S> Alligator Records <P> location <O> Chicago, <S> Anders Osborne <P> genre <O> Rhythm and blues, <S> Anders Osborne <P> recordLabel <O> Shanachie Records]","""Il-artist tar-ritmu u l-blues li jinsab f'Chicago, Anders Osborne, ġie ffirmat mal-label Shanachie Records u issa huwa ffirmat mal-label tal-rekords, Alligator Records. """,Maltese
4752,Food,(X (X (X))),chain,"[<S> Philippines <P> language <O> Philippine Spanish, <S> Batchoy <P> country <O> Philippines]","""Fil-Filippini, fejn ġej Batchoy, il-lingwa mitkellma hija l-Ispanjol Filippin. """", Batchoy ġej mill-Filippini li huwa fejn jitkellmu l-Ispanjol Filippin. """", Batchoy tiekol fil-Filippini, fejn waħda mill-lingwi mitkellma hija l-Ispanjol Filippin. """,Maltese
